date,ta,tb,tc
2021-06-30 12:00:00,24133,2001,1952
2021-06-30 13:00:00,14958,2108,2047
2021-06-30 14:00:00,11032,2448,2361
2021-06-30 15:00:00,25541,2630,2556
2021-06-30 16:00:00,22048,2705,2606
2021-06-30 17:00:00,8582,2618,2513
2021-06-30 18:00:00,8069,2386,2339
2021-06-30 19:00:00,6834,2199,2144
2021-06-30 20:00:00,6590,2073,2038
2021-06-30 21:00:00,6245,1846,1814
2021-06-30 22:00:00,4935,1658,1645
2021-06-30 23:00:00,3459,1135,1102
2021-07-01 00:00:00,1023,657,647
2021-07-01 01:00:00,344,344,334
2021-07-01 02:00:00,177,171,168
2021-07-01 03:00:00,152,150,150
2021-07-01 04:00:00,257,257,252
2021-07-01 05:00:00,300,297,295
2021-07-01 06:00:00,545,543,543
2021-07-01 07:00:00,749,740,736
2021-07-01 08:00:00,1177,1092,1077
2021-07-01 09:00:00,7629,2217,2144
2021-07-01 10:00:00,9769,2486,2410
2021-07-01 11:00:00,7856,2181,2109
2021-07-01 12:00:00,8139,1882,1837
2021-07-01 13:00:00,8722,2048,1987
2021-07-01 14:00:00,8883,2257,2171
2021-07-01 15:00:00,8500,2495,2382
2021-07-01 16:00:00,7889,2210,2125
2021-07-01 17:00:00,9214,2377,2310
2021-07-01 18:00:00,11100,2219,2177
2021-07-01 19:00:00,7154,2160,2120
2021-07-01 20:00:00,6820,2098,2062
2021-07-01 21:00:00,6656,1924,1895
2021-07-01 22:00:00,4641,1627,1608
2021-07-01 23:00:00,3227,1077,1065
2021-07-02 00:00:00,1160,657,651
2021-07-02 01:00:00,329,323,312
2021-07-02 02:00:00,204,195,192
2021-07-02 03:00:00,121,114,111
2021-07-02 04:00:00,342,337,333
2021-07-02 05:00:00,419,417,414
2021-07-02 06:00:00,635,631,627
2021-07-02 07:00:00,935,935,930
2021-07-02 08:00:00,1381,1283,1267
2021-07-02 09:00:00,7202,2338,2259
2021-07-02 10:00:00,9485,2808,2742
2021-07-02 11:00:00,8111,2417,2357
2021-07-02 12:00:00,7941,2189,2141
2021-07-02 13:00:00,8551,2165,2108
2021-07-02 14:00:00,8097,2088,2003
2021-07-02 15:00:00,8201,2564,2511
2021-07-02 16:00:00,7929,2533,2464
2021-07-02 17:00:00,7637,2449,2376
2021-07-02 18:00:00,7378,2199,2158
2021-07-02 19:00:00,6630,1964,1941
2021-07-02 20:00:00,6109,1886,1850
2021-07-02 21:00:00,6187,1953,1928
2021-07-02 22:00:00,4516,1575,1558
2021-07-02 23:00:00,3196,1010,996
2021-07-03 00:00:00,1118,637,624
2021-07-03 01:00:00,291,284,281
2021-07-03 02:00:00,185,177,175
2021-07-03 03:00:00,265,261,257
2021-07-03 04:00:00,136,133,133
2021-07-03 05:00:00,275,270,269
2021-07-03 06:00:00,477,476,474
2021-07-03 07:00:00,740,733,725
2021-07-03 08:00:00,1094,972,950
2021-07-03 09:00:00,6670,1996,1941
2021-07-03 10:00:00,8789,2486,2427
2021-07-03 11:00:00,8115,2218,2175
2021-07-03 12:00:00,7414,1845,1808
2021-07-03 13:00:00,8039,1798,1733
2021-07-03 14:00:00,7302,2005,1961
2021-07-03 15:00:00,7178,2192,2151
2021-07-03 16:00:00,7315,2399,2333
2021-07-03 17:00:00,7302,2332,2259
2021-07-03 18:00:00,6995,2320,2284
2021-07-03 19:00:00,5329,1658,1630
2021-07-03 20:00:00,5254,1615,1576
2021-07-03 21:00:00,5683,1618,1589
2021-07-03 22:00:00,4205,1497,1464
2021-07-03 23:00:00,3292,1096,1062
2021-07-04 00:00:00,1105,672,659
2021-07-04 01:00:00,297,286,281
2021-07-04 02:00:00,184,174,169
2021-07-04 03:00:00,201,201,194
2021-07-04 04:00:00,130,128,125
2021-07-04 05:00:00,186,182,181
2021-07-04 06:00:00,429,429,428
2021-07-04 07:00:00,624,622,618
2021-07-04 08:00:00,1051,939,919
2021-07-04 09:00:00,6614,1888,1840
2021-07-04 10:00:00,8512,2562,2512
2021-07-04 11:00:00,7809,2132,2090
2021-07-04 12:00:00,7490,1804,1759
2021-07-04 13:00:00,7105,1739,1689
2021-07-04 14:00:00,18615,1850,1803
2021-07-04 15:00:00,31174,2252,2195
2021-07-04 16:00:00,28029,2332,2276
2021-07-04 17:00:00,13856,2578,2511
2021-07-04 18:00:00,6782,2093,2058
2021-07-04 19:00:00,6638,2390,2364
2021-07-04 20:00:00,5956,1991,1967
2021-07-04 21:00:00,5415,1718,1689
2021-07-04 22:00:00,4251,1425,1401
2021-07-04 23:00:00,2938,978,966
2021-07-05 00:00:00,1284,611,599
2021-07-05 01:00:00,279,275,271
2021-07-05 02:00:00,159,155,152
2021-07-05 03:00:00,163,159,155
2021-07-05 04:00:00,108,107,107
2021-07-05 05:00:00,164,164,164
2021-07-05 06:00:00,365,363,362
2021-07-05 07:00:00,559,554,552
2021-07-05 08:00:00,1074,879,862
2021-07-05 09:00:00,6975,2019,1942
2021-07-05 10:00:00,8565,2267,2192
2021-07-05 11:00:00,7974,2170,2100
2021-07-05 12:00:00,7738,2261,2222
2021-07-05 13:00:00,7853,1949,1880
2021-07-05 14:00:00,9915,2148,2086
2021-07-05 15:00:00,24700,2490,2417
2021-07-05 16:00:00,16312,2426,2349
2021-07-05 17:00:00,27919,2615,2556
2021-07-05 18:00:00,15701,2389,2328
2021-07-05 19:00:00,6496,2069,2021
2021-07-05 20:00:00,6296,1929,1903
2021-07-05 21:00:00,6226,1826,1800
2021-07-05 22:00:00,4839,1612,1599
2021-07-05 23:00:00,3279,1079,1067
2021-07-06 00:00:00,1161,580,578
2021-07-06 01:00:00,280,271,263
2021-07-06 02:00:00,143,138,137
2021-07-06 03:00:00,186,184,178
2021-07-06 04:00:00,111,109,107
2021-07-06 05:00:00,198,194,192
2021-07-06 06:00:00,392,385,383
2021-07-06 07:00:00,586,585,580
2021-07-06 08:00:00,953,909,899
2021-07-06 09:00:00,6928,2022,1940
2021-07-06 10:00:00,8565,2313,2254
2021-07-06 11:00:00,7985,2139,2083
2021-07-06 12:00:00,6886,1839,1794
2021-07-06 13:00:00,7540,1813,1739
2021-07-06 14:00:00,7249,2212,2114
2021-07-06 15:00:00,7614,2444,2344
2021-07-06 16:00:00,7751,2405,2336
2021-07-06 17:00:00,8242,2327,2246
2021-07-06 18:00:00,23777,2260,2219
2021-07-06 19:00:00,12565,2109,2061
2021-07-06 20:00:00,6181,2117,2081
2021-07-06 21:00:00,5753,1758,1736
2021-07-06 22:00:00,5231,1671,1652
2021-07-06 23:00:00,3285,1092,1072
2021-07-07 00:00:00,1125,644,640
2021-07-07 01:00:00,327,318,316
2021-07-07 02:00:00,160,159,157
2021-07-07 03:00:00,154,149,148
2021-07-07 04:00:00,130,130,129
2021-07-07 05:00:00,191,190,189
2021-07-07 06:00:00,451,450,448
2021-07-07 07:00:00,723,720,715
2021-07-07 08:00:00,1171,1001,982
2021-07-07 09:00:00,6790,2015,1959
2021-07-07 10:00:00,8384,2487,2414
2021-07-07 11:00:00,8358,2186,2126
2021-07-07 12:00:00,6471,1927,1891
2021-07-07 13:00:00,7922,1939,1883
2021-07-07 14:00:00,7911,2066,1987
2021-07-07 15:00:00,8325,2725,2637
2021-07-07 16:00:00,7369,2241,2170
2021-07-07 17:00:00,7119,2305,2244
2021-07-07 18:00:00,7178,2025,1981
2021-07-07 19:00:00,6399,2073,2023
2021-07-07 20:00:00,5927,1980,1941
2021-07-07 21:00:00,5587,1809,1783
2021-07-07 22:00:00,4859,1643,1625
2021-07-07 23:00:00,3186,1199,1179
2021-07-08 00:00:00,1041,592,583
2021-07-08 01:00:00,298,293,289
2021-07-08 02:00:00,158,154,150
2021-07-08 03:00:00,125,123,121
2021-07-08 04:00:00,210,207,206
2021-07-08 05:00:00,214,214,214
2021-07-08 06:00:00,421,420,418
2021-07-08 07:00:00,676,673,669
2021-07-08 08:00:00,1085,1004,985
2021-07-08 09:00:00,6633,2088,2024
2021-07-08 10:00:00,8343,2508,2433
2021-07-08 11:00:00,7553,2104,2047
2021-07-08 12:00:00,7245,1863,1818
2021-07-08 13:00:00,7978,1929,1859
2021-07-08 14:00:00,7882,2249,2164
2021-07-08 15:00:00,7705,2597,2517
2021-07-08 16:00:00,7652,2421,2347
2021-07-08 17:00:00,11003,2528,2462
2021-07-08 18:00:00,24298,2520,2479
2021-07-08 19:00:00,17292,1899,1861
2021-07-08 20:00:00,5661,1805,1759
2021-07-08 21:00:00,5691,1779,1741
2021-07-08 22:00:00,4769,1590,1571
2021-07-08 23:00:00,3098,1159,1148
2021-07-09 00:00:00,934,609,600
2021-07-09 01:00:00,278,276,273
2021-07-09 02:00:00,171,161,158
2021-07-09 03:00:00,120,119,119
2021-07-09 04:00:00,241,241,238
2021-07-09 05:00:00,202,198,197
2021-07-09 06:00:00,477,476,476
2021-07-09 07:00:00,743,741,734
2021-07-09 08:00:00,1042,984,965
2021-07-09 09:00:00,6698,2163,2084
2021-07-09 10:00:00,8130,2382,2321
2021-07-09 11:00:00,21807,2062,2005
2021-07-09 12:00:00,23980,1864,1828
2021-07-09 13:00:00,24920,1851,1790
2021-07-09 14:00:00,24218,2013,1945
2021-07-09 15:00:00,29961,2379,2280
2021-07-09 16:00:00,23715,2349,2279
2021-07-09 17:00:00,8260,2241,2164
2021-07-09 18:00:00,7497,2467,2412
2021-07-09 19:00:00,6184,1976,1950
2021-07-09 20:00:00,5684,1812,1779
2021-07-09 21:00:00,5352,1628,1609
2021-07-09 22:00:00,4276,1487,1466
2021-07-09 23:00:00,2940,999,996
2021-07-10 00:00:00,1615,684,674
2021-07-10 01:00:00,327,323,321
2021-07-10 02:00:00,171,169,166
2021-07-10 03:00:00,160,156,154
2021-07-10 04:00:00,147,137,136
2021-07-10 05:00:00,240,221,220
2021-07-10 06:00:00,492,491,491
2021-07-10 07:00:00,695,695,690
2021-07-10 08:00:00,1139,1059,1047
2021-07-10 09:00:00,6347,1964,1911
2021-07-10 10:00:00,11966,3537,3479
2021-07-10 11:00:00,11897,3559,3496
2021-07-10 12:00:00,10369,2835,2788
2021-07-10 13:00:00,11291,2687,2636
2021-07-10 14:00:00,10356,2768,2697
2021-07-10 15:00:00,10629,3065,3001
2021-07-10 16:00:00,10212,3082,3009
2021-07-10 17:00:00,11157,3154,3081
2021-07-10 18:00:00,9709,3139,3102
2021-07-10 19:00:00,7304,2321,2298
2021-07-10 20:00:00,7025,2120,2078
2021-07-10 21:00:00,7512,2247,2232
2021-07-10 22:00:00,6671,2133,2117
2021-07-10 23:00:00,4411,1511,1496
2021-07-11 00:00:00,1649,806,797
2021-07-11 01:00:00,418,412,408
2021-07-11 02:00:00,220,214,211
2021-07-11 03:00:00,187,182,182
2021-07-11 04:00:00,155,155,154
2021-07-11 05:00:00,220,217,216
2021-07-11 06:00:00,536,535,532
2021-07-11 07:00:00,809,808,804
2021-07-11 08:00:00,1245,1167,1150
2021-07-11 09:00:00,8669,2330,2266
2021-07-11 10:00:00,10082,2582,2515
2021-07-11 11:00:00,9397,2512,2459
2021-07-11 12:00:00,10403,2495,2459
2021-07-11 13:00:00,8634,2009,1955
2021-07-11 14:00:00,8208,2308,2260
2021-07-11 15:00:00,8601,2707,2628
2021-07-11 16:00:00,9476,2582,2495
2021-07-11 17:00:00,8024,2502,2438
2021-07-11 18:00:00,9976,2335,2304
2021-07-11 19:00:00,6706,2131,2101
2021-07-11 20:00:00,6367,1954,1924
2021-07-11 21:00:00,6132,1887,1865
2021-07-11 22:00:00,6405,1586,1576
2021-07-11 23:00:00,3438,1149,1135
2021-07-12 00:00:00,1785,715,700
2021-07-12 01:00:00,351,348,345
2021-07-12 02:00:00,193,188,185
2021-07-12 03:00:00,189,184,184
2021-07-12 04:00:00,115,115,114
2021-07-12 05:00:00,220,220,220
2021-07-12 06:00:00,481,472,468
2021-07-12 07:00:00,722,720,716
2021-07-12 08:00:00,1154,1105,1084
2021-07-12 09:00:00,8314,2472,2364
2021-07-12 10:00:00,9925,2820,2732
2021-07-12 11:00:00,12918,2486,2417
2021-07-12 12:00:00,17706,2119,2071
2021-07-12 13:00:00,10168,2054,1972
2021-07-12 14:00:00,8125,2223,2141
2021-07-12 15:00:00,8721,2597,2504
2021-07-12 16:00:00,8951,2537,2446
2021-07-12 17:00:00,8443,2610,2547
2021-07-12 18:00:00,8945,2312,2271
2021-07-12 19:00:00,7076,2160,2127
2021-07-12 20:00:00,7123,2262,2229
2021-07-12 21:00:00,6648,1987,1960
2021-07-12 22:00:00,6941,1841,1820
2021-07-12 23:00:00,3798,1228,1217
2021-07-13 00:00:00,1732,735,730
2021-07-13 01:00:00,337,331,330
2021-07-13 02:00:00,190,185,179
2021-07-13 03:00:00,210,208,205
2021-07-13 04:00:00,131,131,129
2021-07-13 05:00:00,259,256,254
2021-07-13 06:00:00,659,656,654
2021-07-13 07:00:00,956,951,946
2021-07-13 08:00:00,1316,1246,1226
2021-07-13 09:00:00,8258,2315,2251
2021-07-13 10:00:00,10153,2760,2699
2021-07-13 11:00:00,9217,2592,2538
2021-07-13 12:00:00,8248,2119,2080
2021-07-13 13:00:00,9086,2066,1987
2021-07-13 14:00:00,9039,2359,2286
2021-07-13 15:00:00,8222,2659,2604
2021-07-13 16:00:00,9052,2841,2757
2021-07-13 17:00:00,8569,2545,2471
2021-07-13 18:00:00,7954,2453,2402
2021-07-13 19:00:00,10109,2136,2116
2021-07-13 20:00:00,6620,2068,2039
2021-07-13 21:00:00,6505,2182,2160
2021-07-13 22:00:00,6345,1705,1670
2021-07-13 23:00:00,3847,1261,1250
2021-07-14 00:00:00,1844,884,878
2021-07-14 01:00:00,334,323,320
2021-07-14 02:00:00,166,157,156
2021-07-14 03:00:00,183,173,171
2021-07-14 04:00:00,156,147,146
2021-07-14 05:00:00,219,217,217
2021-07-14 06:00:00,481,479,478
2021-07-14 07:00:00,792,792,790
2021-07-14 08:00:00,1311,1227,1212
2021-07-14 09:00:00,7700,2273,2220
2021-07-14 10:00:00,9325,2700,2625
2021-07-14 11:00:00,8959,2393,2324
2021-07-14 12:00:00,7982,1957,1931
2021-07-14 13:00:00,8598,1951,1902
2021-07-14 14:00:00,7982,2092,2018
2021-07-14 15:00:00,8536,2419,2325
2021-07-14 16:00:00,8322,2613,2537
2021-07-14 17:00:00,7892,2361,2292
2021-07-14 18:00:00,8304,2293,2243
2021-07-14 19:00:00,7226,2242,2198
2021-07-14 20:00:00,6821,1863,1831
2021-07-14 21:00:00,6259,1961,1940
2021-07-14 22:00:00,5760,1666,1647
2021-07-14 23:00:00,3089,1084,1071
2021-07-15 00:00:00,1429,639,633
2021-07-15 01:00:00,281,278,273
2021-07-15 02:00:00,183,181,179
2021-07-15 03:00:00,134,132,131
2021-07-15 04:00:00,217,216,214
2021-07-15 05:00:00,229,227,226
2021-07-15 06:00:00,551,549,548
2021-07-15 07:00:00,780,779,777
2021-07-15 08:00:00,1199,1143,1116
2021-07-15 09:00:00,7617,2319,2238
2021-07-15 10:00:00,9132,2615,2521
2021-07-15 11:00:00,8983,2374,2303
2021-07-15 12:00:00,7949,2044,2006
2021-07-15 13:00:00,7673,1902,1818
2021-07-15 14:00:00,7663,2148,2064
2021-07-15 15:00:00,8118,2495,2425
2021-07-15 16:00:00,8258,2877,2796
2021-07-15 17:00:00,7959,2493,2407
2021-07-15 18:00:00,7664,2241,2212
2021-07-15 19:00:00,6372,1968,1941
2021-07-15 20:00:00,6555,1912,1873
2021-07-15 21:00:00,6159,1951,1932
2021-07-15 22:00:00,5791,1576,1557
2021-07-15 23:00:00,3462,1081,1072
2021-07-16 00:00:00,1170,641,635
2021-07-16 01:00:00,334,327,322
2021-07-16 02:00:00,164,161,157
2021-07-16 03:00:00,121,117,114
2021-07-16 04:00:00,197,196,195
2021-07-16 05:00:00,235,231,226
2021-07-16 06:00:00,581,575,565
2021-07-16 07:00:00,855,852,848
2021-07-16 08:00:00,1306,1206,1166
2021-07-16 09:00:00,7713,2323,2269
2021-07-16 10:00:00,10131,3736,3675
2021-07-16 11:00:00,8286,2344,2264
2021-07-16 12:00:00,7372,1999,1955
2021-07-16 13:00:00,7677,1949,1895
2021-07-16 14:00:00,7512,2111,2043
2021-07-16 15:00:00,7919,2733,2652
2021-07-16 16:00:00,7550,2416,2360
2021-07-16 17:00:00,7769,2252,2209
2021-07-16 18:00:00,7756,2158,2114
2021-07-16 19:00:00,5975,1765,1722
2021-07-16 20:00:00,5986,1841,1801
2021-07-16 21:00:00,5576,1694,1676
2021-07-16 22:00:00,4605,1422,1407
2021-07-16 23:00:00,3463,1032,1024
2021-07-17 00:00:00,1565,701,698
2021-07-17 01:00:00,304,300,294
2021-07-17 02:00:00,165,159,155
2021-07-17 03:00:00,158,153,145
2021-07-17 04:00:00,128,127,126
2021-07-17 05:00:00,201,198,196
2021-07-17 06:00:00,537,535,535
2021-07-17 07:00:00,818,816,814
2021-07-17 08:00:00,1339,1167,1150
2021-07-17 09:00:00,6350,2157,2078
2021-07-17 10:00:00,8535,3014,2968
2021-07-17 11:00:00,9038,2779,2735
2021-07-17 12:00:00,7552,2056,2022
2021-07-17 13:00:00,7730,1974,1916
2021-07-17 14:00:00,7787,2059,1992
2021-07-17 15:00:00,7859,2316,2233
2021-07-17 16:00:00,7624,2416,2332
2021-07-17 17:00:00,8066,2361,2305
2021-07-17 18:00:00,6748,2174,2138
2021-07-17 19:00:00,5305,1588,1562
2021-07-17 20:00:00,5226,1645,1612
2021-07-17 21:00:00,5622,1623,1606
2021-07-17 22:00:00,4920,1499,1478
2021-07-17 23:00:00,3207,996,982
2021-07-18 00:00:00,1209,659,650
2021-07-18 01:00:00,303,299,296
2021-07-18 02:00:00,158,151,151
2021-07-18 03:00:00,176,175,173
2021-07-18 04:00:00,123,120,117
2021-07-18 05:00:00,208,206,206
2021-07-18 06:00:00,455,455,455
2021-07-18 07:00:00,731,729,725
2021-07-18 08:00:00,1126,1070,1057
2021-07-18 09:00:00,6043,2051,2001
2021-07-18 10:00:00,8046,2528,2459
2021-07-18 11:00:00,8134,2366,2307
2021-07-18 12:00:00,7960,1952,1907
2021-07-18 13:00:00,6990,1761,1711
2021-07-18 14:00:00,7304,1996,1932
2021-07-18 15:00:00,7811,2796,2744
2021-07-18 16:00:00,7906,2350,2285
2021-07-18 17:00:00,7451,2384,2312
2021-07-18 18:00:00,7224,2120,2079
2021-07-18 19:00:00,5755,1861,1832
2021-07-18 20:00:00,5445,1754,1726
2021-07-18 21:00:00,5654,1638,1622
2021-07-18 22:00:00,4491,1355,1336
2021-07-18 23:00:00,3261,963,946
2021-07-19 00:00:00,1347,682,675
2021-07-19 01:00:00,324,315,308
2021-07-19 02:00:00,139,132,126
2021-07-19 03:00:00,185,177,176
2021-07-19 04:00:00,127,121,121
2021-07-19 05:00:00,224,222,218
2021-07-19 06:00:00,463,463,463
2021-07-19 07:00:00,736,736,730
2021-07-19 08:00:00,1161,1117,1098
2021-07-19 09:00:00,6518,2332,2254
2021-07-19 10:00:00,8749,2723,2649
2021-07-19 11:00:00,8257,2259,2186
2021-07-19 12:00:00,8854,2064,2017
2021-07-19 13:00:00,8018,1976,1900
2021-07-19 14:00:00,7668,1976,1904
2021-07-19 15:00:00,7903,2464,2396
2021-07-19 16:00:00,7791,2316,2260
2021-07-19 17:00:00,7414,2516,2453
2021-07-19 18:00:00,7413,2396,2341
2021-07-19 19:00:00,6300,2067,2037
2021-07-19 20:00:00,5545,1876,1843
2021-07-19 21:00:00,6326,1790,1779
2021-07-19 22:00:00,5131,1616,1601
2021-07-19 23:00:00,3416,1117,1107
2021-07-20 00:00:00,1358,630,623
2021-07-20 01:00:00,287,284,280
2021-07-20 02:00:00,146,145,144
2021-07-20 03:00:00,164,163,161
2021-07-20 04:00:00,155,152,151
2021-07-20 05:00:00,197,194,191
2021-07-20 06:00:00,461,459,457
2021-07-20 07:00:00,741,737,733
2021-07-20 08:00:00,1172,1137,1125
2021-07-20 09:00:00,6311,2132,2061
2021-07-20 10:00:00,11179,5215,5144
2021-07-20 11:00:00,8948,2696,2610
2021-07-20 12:00:00,7012,1901,1863
2021-07-20 13:00:00,7977,1950,1878
2021-07-20 14:00:00,7233,2053,1981
2021-07-20 15:00:00,7483,2261,2181
2021-07-20 16:00:00,7193,2248,2168
2021-07-20 17:00:00,6979,2421,2369
2021-07-20 18:00:00,7415,1980,1928
2021-07-20 19:00:00,5639,1752,1716
2021-07-20 20:00:00,6070,1647,1613
2021-07-20 21:00:00,5561,1573,1547
2021-07-20 22:00:00,4707,1371,1358
2021-07-20 23:00:00,3266,895,884
2021-07-21 00:00:00,936,571,567
2021-07-21 01:00:00,281,277,273
2021-07-21 02:00:00,150,142,142
2021-07-21 03:00:00,238,226,226
2021-07-21 04:00:00,104,103,101
2021-07-21 05:00:00,181,177,176
2021-07-21 06:00:00,391,390,387
2021-07-21 07:00:00,672,669,664
2021-07-21 08:00:00,1131,1055,1037
2021-07-21 09:00:00,6093,2044,1973
2021-07-21 10:00:00,9124,3469,3339
2021-07-21 11:00:00,11860,2186,2074
2021-07-21 12:00:00,6596,1746,1709
2021-07-21 13:00:00,8005,1812,1759
2021-07-21 14:00:00,7270,2084,2011
2021-07-21 15:00:00,7810,2195,2109
2021-07-21 16:00:00,7440,2288,2212
2021-07-21 17:00:00,7297,2253,2186
2021-07-21 18:00:00,7698,2145,2104
2021-07-21 19:00:00,10704,1819,1779
2021-07-21 20:00:00,12828,1554,1528
2021-07-21 21:00:00,12660,1407,1388
2021-07-21 22:00:00,11268,1173,1155
2021-07-21 23:00:00,11265,846,840
2021-07-22 00:00:00,8127,568,561
2021-07-22 01:00:00,7236,231,224
2021-07-22 02:00:00,2881,131,128
2021-07-22 03:00:00,138,134,133
2021-07-22 04:00:00,150,149,147
2021-07-22 05:00:00,177,176,176
2021-07-22 06:00:00,413,412,410
2021-07-22 07:00:00,695,693,693
2021-07-22 08:00:00,1173,1110,1077
2021-07-22 09:00:00,9018,2086,2017
2021-07-22 10:00:00,11828,3035,2961
2021-07-22 11:00:00,13839,2379,2331
2021-07-22 12:00:00,8169,1994,1951
2021-07-22 13:00:00,8077,1725,1669
2021-07-22 14:00:00,7933,2104,2016
2021-07-22 15:00:00,7514,2174,2095
2021-07-22 16:00:00,7665,2243,2117
2021-07-22 17:00:00,7174,1914,1857
2021-07-22 18:00:00,10131,1644,1546
2021-07-22 19:00:00,5740,1415,1380
2021-07-22 20:00:00,5129,1295,1265
2021-07-22 21:00:00,5192,1174,1150
2021-07-22 22:00:00,4138,1039,1019
2021-07-22 23:00:00,2885,791,774
2021-07-23 00:00:00,1039,457,444
2021-07-23 01:00:00,201,196,192
2021-07-23 02:00:00,135,132,129
2021-07-23 03:00:00,75,74,74
2021-07-23 04:00:00,152,151,150
2021-07-23 05:00:00,150,146,146
2021-07-23 06:00:00,377,374,372
2021-07-23 07:00:00,642,640,638
2021-07-23 08:00:00,1018,978,960
2021-07-23 09:00:00,6983,2142,2047
2021-07-23 10:00:00,10120,3044,2967
2021-07-23 11:00:00,25239,2282,2208
2021-07-23 12:00:00,13614,1699,1659
2021-07-23 13:00:00,7682,1747,1661
2021-07-23 14:00:00,7792,1885,1806
2021-07-23 15:00:00,8025,2168,2086
2021-07-23 16:00:00,8230,2217,2151
2021-07-23 17:00:00,12381,1975,1923
2021-07-23 18:00:00,14048,1740,1689
2021-07-23 19:00:00,12239,1361,1338
2021-07-23 20:00:00,4852,1276,1249
2021-07-23 21:00:00,4786,1152,1133
2021-07-23 22:00:00,4211,1071,1051
2021-07-23 23:00:00,2841,706,692
2021-07-24 00:00:00,1358,521,517
2021-07-24 01:00:00,235,221,219
2021-07-24 02:00:00,137,133,132
2021-07-24 03:00:00,142,142,142
2021-07-24 04:00:00,80,80,77
2021-07-24 05:00:00,150,147,143
2021-07-24 06:00:00,381,381,377
2021-07-24 07:00:00,597,596,594
2021-07-24 08:00:00,965,943,936
2021-07-24 09:00:00,6181,1889,1850
2021-07-24 10:00:00,9070,2593,2524
2021-07-24 11:00:00,7776,1894,1828
2021-07-24 12:00:00,7735,1912,1883
2021-07-24 13:00:00,8866,1558,1522
2021-07-24 14:00:00,10072,1806,1745
2021-07-24 15:00:00,14765,1884,1827
2021-07-24 16:00:00,15835,2697,2618
2021-07-24 17:00:00,16394,2562,2498
2021-07-24 18:00:00,14182,1547,1509
2021-07-24 19:00:00,6573,1204,1175
2021-07-24 20:00:00,4170,1151,1124
2021-07-24 21:00:00,4924,1256,1235
2021-07-24 22:00:00,4133,939,925
2021-07-24 23:00:00,3266,721,705
2021-07-25 00:00:00,1818,673,661
2021-07-25 01:00:00,255,253,250
2021-07-25 02:00:00,133,132,126
2021-07-25 03:00:00,127,123,111
2021-07-25 04:00:00,76,76,75
2021-07-25 05:00:00,111,111,110
2021-07-25 06:00:00,304,304,301
2021-07-25 07:00:00,564,563,561
2021-07-25 08:00:00,873,845,836
2021-07-25 09:00:00,7978,1823,1777
2021-07-25 10:00:00,15465,2601,2541
2021-07-25 11:00:00,11592,1883,1834
2021-07-25 12:00:00,6917,1596,1572
2021-07-25 13:00:00,8122,1537,1498
2021-07-25 14:00:00,7053,1633,1585
2021-07-25 15:00:00,7837,2388,2315
2021-07-25 16:00:00,7542,2247,2188
2021-07-25 17:00:00,12484,2340,2271
2021-07-25 18:00:00,6996,1755,1709
2021-07-25 19:00:00,5264,1176,1150
2021-07-25 20:00:00,4683,1249,1223
2021-07-25 21:00:00,4916,1100,1077
2021-07-25 22:00:00,3965,1050,1036
2021-07-25 23:00:00,3031,692,684
2021-07-26 00:00:00,1589,586,579
2021-07-26 01:00:00,274,273,270
2021-07-26 02:00:00,110,110,110
2021-07-26 03:00:00,268,267,267
2021-07-26 04:00:00,89,88,88
2021-07-26 05:00:00,149,148,148
2021-07-26 06:00:00,333,332,332
2021-07-26 07:00:00,610,608,604
2021-07-26 08:00:00,1010,958,942
2021-07-26 09:00:00,8557,2247,2164
2021-07-26 10:00:00,9678,2777,2703
2021-07-26 11:00:00,8370,2067,2007
2021-07-26 12:00:00,7636,1845,1792
2021-07-26 13:00:00,7219,1786,1684
2021-07-26 14:00:00,8235,2151,2070
2021-07-26 15:00:00,8396,2458,2364
2021-07-26 16:00:00,10601,2322,2226
2021-07-26 17:00:00,9624,1977,1907
2021-07-26 18:00:00,6606,1610,1529
2021-07-26 19:00:00,4686,1055,1028
2021-07-26 20:00:00,4479,1021,1006
2021-07-26 21:00:00,4815,793,777
2021-07-26 22:00:00,4318,866,834
2021-07-26 23:00:00,2860,617,597
2021-07-27 00:00:00,4724,514,507
2021-07-27 01:00:00,695,225,223
2021-07-27 02:00:00,160,149,149
2021-07-27 03:00:00,130,118,116
2021-07-27 04:00:00,115,114,113
2021-07-27 05:00:00,181,176,174
2021-07-27 06:00:00,397,378,378
2021-07-27 07:00:00,837,736,729
2021-07-27 08:00:00,1275,1082,1068
2021-07-27 09:00:00,6247,2244,2156
2021-07-27 10:00:00,8097,2810,2719
2021-07-27 11:00:00,11525,2318,2244
2021-07-27 12:00:00,8375,1827,1777
2021-07-27 13:00:00,9503,1798,1723
2021-07-27 14:00:00,10597,1714,1657
2021-07-27 15:00:00,7379,2650,2588
2021-07-27 16:00:00,8233,2471,2399
2021-07-27 17:00:00,6696,1847,1791
2021-07-27 18:00:00,7878,1692,1650
2021-07-27 19:00:00,5351,1127,1093
2021-07-27 20:00:00,4474,1126,1094
2021-07-27 21:00:00,4896,1118,1104
2021-07-27 22:00:00,4500,798,782
2021-07-27 23:00:00,3107,575,570
2021-07-28 00:00:00,1847,453,447
2021-07-28 01:00:00,258,220,217
2021-07-28 02:00:00,179,160,155
2021-07-28 03:00:00,109,101,93
2021-07-28 04:00:00,92,88,84
2021-07-28 05:00:00,144,137,129
2021-07-28 06:00:00,368,326,308
